drug,location,sold_on,quantity_purchased,quantity_sold,keep
Tetracycline ,13,13-06-18,18,10,Yes
SODIUM CHLORIDE ,9,02-06-16,95,7,No
Ibuprofen ,7,01-05-16,104,9,No
Antihistamines ,4,18-04-19,22,3,No
Aspirin ,6,03-01-16,103,5,No
Paracetamol GV 500 ,1,29-04-16,67,9,No
Aqueous gentian violet ,1,25-06-17,39,6,No
Panadol ,6,04-05-19,43,1,No
RANITIDINE ,7,11-05-16,70,3,No
Hydroxychloroquine ,7,26-03-19,67,10,No
Hydroxychloroquine ,11,14-02-17,69,9,No
Acyclovir ,5,29-05-16,136,7,No
Estrogens ,8,30-04-16,99,8,No
ciprofloxacin ,11,31-12-18,67,6,No
Furazolidone ,8,30-09-16,74,2,No
Trimethoprim ,7,09-11-17,119,6,No
Acyclovir ,9,30-01-16,27,4,No
Nitazoxanide ,2,01-11-18,73,9,No
MAGALDRATE ,13,02-09-17,38,4,No
Dantrolene ,9,11-06-18,55,2,No
Furazolidone ,1,10-10-17,115,3,No
Panadol ,6,08-06-17,83,8,No
Paracetamol GV 500 ,13,06-03-19,131,6,No
Vitamin K ,4,15-10-16,120,1,No
Vitamin K ,11,23-08-16,123,10,No
Hydroxychloroquine ,8,10-12-16,30,9,No
DIPYRIDAMOLE ,7,07-06-16,43,7,No
Aspirin ,9,26-09-16,72,9,No
Hydroxychloroquine ,1,08-12-17,93,9,No
Chloramphenicol ,3,28-02-18,59,8,No
MAGALDRATE ,5,13-05-18,95,5,No
Panadol ,13,05-10-18,64,4,No
Tetracycline ,1,07-09-18,13,2,No
Ibuprofen ,9,08-07-17,61,8,No
RANITIDINE ,6,16-10-17,57,10,No
RANITIDINE ,12,22-01-19,67,9,No
Aqueous gentian violet ,4,23-03-17,122,2,No
Aminophylline ,12,23-11-16,68,7,No
Keratolytics ,8,11-11-16,70,8,No
Ciprofloxacin ,8,25-12-16,106,1,No
Trimethoprim ,7,21-12-16,46,5,No
DIPYRIDAMOLE ,5,02-03-16,109,3,No
Paracetamol GV 500 ,1,25-01-17,11,10,Yes
Ibuprofen ,12,03-02-18,43,6,No
MAGALDRATE ,8,02-08-16,100,1,No
DIPYRIDAMOLE ,3,31-07-16,11,5,No
PACLITAXEL ,12,30-03-19,120,2,No
RANITIDINE ,8,10-04-19,26,3,No
DIPYRIDAMOLE ,6,11-08-18,11,3,No
Acyclovir ,11,12-03-16,116,6,No
PACLITAXEL ,12,19-08-17,71,4,No
Methotrexate ,8,25-07-17,107,3,No
Acetaminophen ,11,23-06-16,29,8,No
Panadol ,2,02-10-17,76,3,No
Aminophylline ,10,13-05-17,97,10,No
Tetracycline ,6,16-09-16,27,7,No
Nitazoxanide ,2,31-08-16,26,5,No
Paracetamol GV 500 ,10,11-04-18,65,2,No
Paracetamol GV 500 ,13,14-02-16,37,10,No
Keratolytics ,6,27-11-18,101,3,No
Chloramphenicol ,10,08-12-17,60,6,No
Aspirin ,9,11-06-16,105,6,No
FLUOXETINE ,8,04-08-17,62,10,No
Aspirin ,4,11-03-16,55,4,No
Antihistamines ,9,22-02-17,27,6,No
Keratolytics ,4,18-02-19,60,9,No
Glucagon ,1,29-07-17,61,4,No
Panadol ,12,08-04-17,107,2,No
Ciprofloxacin ,3,01-12-18,109,2,No
Methotrexate ,7,22-02-16,36,10,No
MAGALDRATE ,1,20-08-16,122,1,No
Glucagon ,3,13-03-17,71,6,No
Panadol ,7,11-08-16,94,1,No
MAGALDRATE,12,17-04-16,101,10,No
MAGALDRATE,12,14-11-17,112,8,No
Adrenaline ,5,29-03-16,67,6,No
RANITIDINE ,13,13-01-17,105,8,No
Nitazoxanide ,9,28-09-16,36,2,No
Keratolytics ,5,09-11-17,14,1,No
Aqueous gentian violet ,12,06-08-17,28,7,No
Tetracycline ,6,23-01-16,85,5,No
Paracetamol GV 500 ,8,11-03-19,133,1,No
METRONIDAZOLE ,10,03-07-17,22,3,No
SODIUM CHLORIDE ,13,21-07-17,32,4,No
RANITIDINE ,11,06-05-18,128,8,No
Trimethoprim ,8,12-05-16,42,1,No
Vitamin K ,7,31-12-16,14,7,Yes
Acyclovir ,9,25-04-17,106,9,No
Glucagon ,11,19-06-16,79,10,No
PACLITAXEL ,10,12-05-18,103,1,No
FLUOXETINE ,5,21-01-19,29,6,No
PACLITAXEL ,5,10-10-18,121,6,No
MAGALDRATE ,5,10-09-16,117,9,No
Aqueous gentian violet ,12,09-04-19,110,4,No
Panadol ,5,13-12-17,72,3,No
Tetracycline ,8,03-02-18,88,10,No
Keratolytics ,13,06-07-18,81,6,No
Tetracycline ,12,26-02-19,54,10,No
MAGALDRATE ,10,16-05-17,27,4,No
Trimethoprim ,5,24-01-17,73,8,No
Scopolamine ,10,19-05-16,60,5,No
Aqueous gentian violet ,3,08-10-17,17,1,No
Nitazoxanide ,8,15-01-19,21,5,No
Nitazoxanide ,8,09-11-18,60,2,No
Furazolidone ,2,22-04-16,91,7,No
ciprofloxacin ,2,05-01-18,118,3,No
Glucagon ,2,10-01-16,17,9,Yes
Chloramphenicol ,13,26-03-18,84,2,No
FLUOXETINE ,10,24-10-16,123,10,No
DIPYRIDAMOLE ,10,20-01-18,14,3,No
Ibuprofen ,10,11-09-17,96,9,No
MAGALDRATE ,5,22-12-17,62,2,No
MAGALDRATE ,2,29-12-17,103,5,No
Tetracycline ,13,17-06-17,60,6,No
Ciprofloxacin ,1,31-08-16,115,3,No
Chloramphenicol ,6,23-08-16,128,5,No
ciprofloxacin ,6,15-12-17,27,6,No
Estrogens ,4,06-12-17,15,6,No
Furazolidone ,1,03-04-19,110,3,No
Adrenaline ,4,20-08-16,94,9,No
Hydroxychloroquine ,6,06-07-17,59,3,No
FLUOXETINE ,11,23-03-17,72,5,No
Keratolytics ,11,02-10-16,79,4,No
Dantrolene ,9,15-04-16,131,3,No
Ibuprofen ,7,22-12-18,64,6,No
MAGALDRATE ,10,19-01-19,93,3,No
Ibuprofen ,10,01-05-17,81,1,No
FLUOXETINE ,13,23-02-16,121,1,No
Vitamin K ,12,12-03-17,129,10,No
Acyclovir ,10,23-05-18,135,5,No
RANITIDINE ,6,21-08-17,42,4,No
MAGALDRATE ,5,26-08-16,72,10,No
ciprofloxacin ,4,25-02-19,95,8,No
MAGALDRATE,6,29-06-18,54,3,No
Aspirin ,12,09-08-17,137,5,No
Aspirin ,2,14-08-16,76,1,No
FLUOXETINE ,13,29-12-16,131,3,No
Chloramphenicol ,1,09-06-17,33,6,No
RANITIDINE ,3,28-06-18,101,5,No
Adrenaline ,12,09-06-18,19,5,No
ciprofloxacin ,1,07-11-18,113,3,No
Aspirin ,1,21-06-16,125,2,No
PACLITAXEL ,7,17-04-16,52,7,No
Glucagon ,13,17-02-18,75,4,No
Nitazoxanide ,8,10-03-19,101,9,No
Aspirin ,3,29-02-16,87,6,No
Keratolytics ,9,06-03-16,89,8,No
RANITIDINE ,6,13-01-18,84,9,No
RANITIDINE ,4,28-09-18,120,6,No
Glucagon ,10,02-10-16,122,3,No
Scopolamine ,1,02-02-18,86,9,No
Nitazoxanide ,11,26-07-16,111,9,No
Chloramphenicol ,11,05-07-16,116,2,No
Phenothiazines ,6,03-02-16,75,9,No
Aminophylline ,3,03-03-19,117,5,No
Acyclovir ,3,21-11-18,107,1,No
DIPYRIDAMOLE ,5,24-05-16,90,6,No
ciprofloxacin ,11,17-05-18,92,5,No
PACLITAXEL ,10,30-03-19,136,9,No
Aqueous gentian violet ,11,17-04-19,69,1,No
FLUOXETINE ,1,11-11-18,134,3,No
Glucagon ,3,28-08-18,42,3,No
Aminophylline ,8,05-01-18,26,1,No
Antihistamines ,10,12-09-17,73,4,No
PACLITAXEL ,3,18-12-17,74,1,No
Ibuprofen ,8,16-06-17,126,3,No
Acyclovir ,13,06-04-18,46,8,No
MAGALDRATE ,9,18-03-19,11,10,Yes
Ibuprofen ,6,01-09-18,127,9,No
FLUOXETINE ,13,17-12-17,31,7,No
Trimethoprim ,7,19-01-19,59,2,No
Ibuprofen ,1,26-01-17,16,2,No
Vitamin K ,8,20-08-17,13,1,No
Panadol ,3,06-12-17,57,8,No
PACLITAXEL ,5,18-03-17,65,4,No
Ibuprofen ,1,17-10-18,10,2,No
Acyclovir ,1,20-12-16,135,5,No
Paracetamol GV 500 ,2,09-03-19,112,10,No
Antihistamines ,6,14-10-16,72,5,No
Trimethoprim ,12,15-10-16,30,3,No
Hydroxychloroquine ,5,22-03-18,17,5,No
Phenothiazines ,3,15-07-18,125,9,No
DIPYRIDAMOLE ,11,22-09-16,112,2,No
Phenothiazines ,2,18-01-17,83,8,No
MAGALDRATE ,1,23-08-17,117,5,No
RANITIDINE ,11,19-06-17,43,9,No
RANITIDINE ,5,26-04-17,45,7,No
Antihistamines ,4,24-03-16,86,2,No
Methotrexate ,13,18-03-16,37,10,No
METRONIDAZOLE ,13,14-03-16,58,4,No
Ciprofloxacin ,10,16-11-17,91,7,No
Nitazoxanide ,12,26-12-18,11,4,No
Nitazoxanide ,13,10-03-16,69,6,No
PACLITAXEL ,3,18-10-16,68,4,No
Acyclovir ,9,19-10-17,72,6,No
Aqueous gentian violet ,8,24-06-17,31,4,No
Aminophylline ,2,12-04-19,89,4,No
RANITIDINE ,5,18-11-17,96,7,No
Chloramphenicol ,10,14-06-17,36,3,No
Furazolidone ,3,22-11-16,80,3,No
Phenothiazines ,12,09-06-18,18,6,No
Paracetamol GV 500 ,11,25-10-16,57,2,No
FLUOXETINE ,12,13-10-18,19,4,No
Trimethoprim ,12,15-11-18,139,9,No
Phenothiazines ,13,11-09-17,41,6,No
DIPYRIDAMOLE ,5,21-05-17,58,10,No
Trimethoprim ,3,21-06-18,68,8,No
Acyclovir ,4,26-01-17,22,7,No
SODIUM CHLORIDE ,12,24-05-16,28,4,No
Acetaminophen ,10,28-03-18,44,4,No
FLUOXETINE ,1,16-02-18,27,6,No
Tetracycline ,8,25-09-16,128,6,No
METRONIDAZOLE ,13,08-07-17,43,5,No
Dantrolene ,7,18-04-17,103,6,No
Antihistamines ,8,08-07-16,61,2,No
Antihistamines ,4,24-10-17,23,2,No
MAGALDRATE ,9,31-03-16,60,10,No
ciprofloxacin ,10,11-07-16,114,4,No
Nitazoxanide ,13,04-11-17,38,2,No
MAGALDRATE,5,07-07-17,124,6,No
Chloramphenicol ,2,18-08-16,28,9,No
FLUOXETINE ,13,28-02-17,87,8,No
ciprofloxacin ,6,16-08-18,59,10,No
Chloramphenicol ,5,20-01-18,119,4,No
Vitamin K ,8,22-04-19,129,3,No
RANITIDINE ,9,22-03-19,42,8,No
Ibuprofen ,1,21-06-17,128,8,No
Aminophylline ,12,16-08-16,74,7,No
MAGALDRATE ,12,29-09-16,68,7,No
PACLITAXEL ,2,13-02-18,100,1,No
Vitamin K ,12,24-01-16,21,6,No
ciprofloxacin ,5,19-09-16,114,4,No
Methotrexate ,10,27-05-18,14,10,Yes
Glucagon ,1,05-04-17,122,6,No
SODIUM CHLORIDE ,3,06-02-16,83,9,No
ciprofloxacin ,1,06-09-16,92,6,No
RANITIDINE ,12,09-02-16,60,9,No
Aspirin ,11,07-11-17,58,8,No
DIPYRIDAMOLE ,4,19-12-16,113,3,No
Aqueous gentian violet ,6,20-05-16,120,6,No
Aminophylline ,2,25-01-19,126,7,No
Estrogens ,9,22-08-16,42,6,No
Phenothiazines ,9,15-12-17,36,8,No
PACLITAXEL ,8,22-08-17,127,3,No
Nitazoxanide ,11,31-03-18,86,7,No
Aspirin ,12,19-09-16,51,7,No
MAGALDRATE ,12,23-02-19,11,6,Yes
Trimethoprim ,9,30-11-17,109,3,No
Dantrolene ,9,17-11-18,140,1,No
Keratolytics ,13,16-05-18,119,8,No
Dantrolene ,5,20-06-16,71,4,No
RANITIDINE ,7,02-09-18,63,3,No
Tetracycline ,4,25-10-16,63,3,No
Panadol ,13,07-03-17,67,6,No
MAGALDRATE,1,31-12-18,137,7,No
Paracetamol GV 500 ,12,12-07-18,110,3,No
Furazolidone ,10,30-01-18,62,5,No
PACLITAXEL ,9,21-08-17,51,8,No
FLUOXETINE ,13,05-11-18,83,10,No
ciprofloxacin ,4,13-05-16,100,2,No
RANITIDINE ,5,08-03-17,93,7,No
Glucagon ,9,04-02-18,126,2,No
Estrogens ,4,26-07-17,31,10,No
Ibuprofen ,10,05-02-17,30,9,No
Tetracycline ,11,22-01-17,130,8,No
Aqueous gentian violet ,7,08-08-18,53,7,No
Vitamin K ,2,23-12-16,85,8,No
METRONIDAZOLE ,13,19-01-17,15,10,Yes
RANITIDINE ,9,28-08-18,31,9,No
MAGALDRATE ,13,20-05-16,35,5,No
Trimethoprim ,3,03-11-16,72,5,No
FLUOXETINE ,11,01-06-17,98,1,No
Aspirin ,8,16-12-17,43,5,No
Ciprofloxacin ,12,23-11-17,18,3,No
Acyclovir ,11,04-10-17,139,3,No
MAGALDRATE,10,05-09-16,90,8,No
Furazolidone ,3,04-03-18,126,8,No
Vitamin K ,1,25-08-16,139,10,No
Aminophylline ,2,24-03-17,82,1,No
Aminophylline ,1,29-04-18,117,1,No
ciprofloxacin ,13,09-09-16,92,9,No
SODIUM CHLORIDE ,9,17-05-17,135,5,No
Phenothiazines ,10,30-05-18,97,4,No
RANITIDINE ,3,10-06-18,18,7,No
Furazolidone ,7,04-01-18,35,4,No
MAGALDRATE,13,17-01-16,49,5,No
Panadol ,11,02-10-17,53,9,No
Dantrolene ,7,31-08-17,20,6,No
METRONIDAZOLE ,1,02-08-18,129,10,No
Ciprofloxacin ,1,05-02-19,92,9,No
Vitamin K ,13,12-04-17,129,2,No
Tetracycline ,3,28-11-16,81,3,No
Phenothiazines ,4,14-01-18,67,4,No
RANITIDINE ,13,27-03-19,54,8,No
Aspirin ,6,06-12-16,10,8,Yes
Chloramphenicol ,3,16-09-16,46,9,No
Tetracycline ,11,03-12-16,94,6,No
Paracetamol GV 500 ,9,11-04-19,19,9,No
Tetracycline ,12,14-01-16,57,3,No
MAGALDRATE,9,14-10-16,100,6,No
Antihistamines ,8,26-08-17,56,10,No
Vitamin K ,11,13-08-16,135,9,No
Hydroxychloroquine ,2,19-02-19,132,9,No
Aminophylline ,13,17-04-19,19,9,No
Scopolamine ,13,18-01-18,50,6,No
Scopolamine ,7,29-06-16,42,2,No
Ibuprofen ,2,29-05-16,45,3,No
Acetaminophen ,9,16-02-16,52,1,No
Acyclovir ,12,22-10-17,26,2,No
Nitazoxanide ,13,03-03-16,99,6,No
Methotrexate ,6,21-04-16,10,2,No
Phenothiazines ,9,16-03-16,124,6,No
RANITIDINE ,5,10-12-17,60,4,No
RANITIDINE ,11,16-04-16,119,2,No
Chloramphenicol ,13,07-11-17,95,8,No
FLUOXETINE ,4,18-01-18,134,1,No
Paracetamol GV 500 ,9,22-04-17,43,7,No
PACLITAXEL ,6,22-01-16,32,10,No
Tetracycline ,1,01-03-17,37,9,No
Adrenaline ,4,22-05-17,116,10,No
Aspirin ,5,26-06-17,139,1,No
ciprofloxacin ,7,26-01-19,112,7,No
DIPYRIDAMOLE ,3,03-05-16,73,4,No
FLUOXETINE ,1,01-12-17,129,6,No
Nitazoxanide ,4,06-11-18,112,7,No
ciprofloxacin ,1,18-08-18,121,10,No
Trimethoprim ,7,03-06-17,65,8,No
Furazolidone ,9,08-07-16,110,1,No
Dantrolene ,4,15-01-18,82,4,No
Tetracycline ,10,26-08-18,125,8,No
Paracetamol GV 500 ,8,25-12-17,62,7,No
Scopolamine ,5,15-08-17,26,4,No
Adrenaline ,12,26-04-18,119,9,No
MAGALDRATE ,1,21-06-16,80,9,No
RANITIDINE ,2,13-10-18,76,8,No
FLUOXETINE ,12,07-01-19,140,10,No
Furazolidone ,7,02-04-18,73,4,No
METRONIDAZOLE ,2,05-08-17,56,3,No
Scopolamine ,11,28-07-18,139,7,No
Keratolytics ,3,14-08-16,23,5,No
RANITIDINE ,11,11-08-18,54,9,No
FLUOXETINE ,8,16-09-17,138,8,No
METRONIDAZOLE ,3,01-01-17,36,5,No
Glucagon ,4,26-02-17,33,1,No
PACLITAXEL ,11,03-01-18,125,8,No
Aspirin ,13,09-04-17,107,10,No
Dantrolene ,1,17-10-18,52,10,No
FLUOXETINE ,8,26-01-17,63,10,No
Estrogens ,4,29-03-16,65,8,No
Acetaminophen ,4,25-08-17,69,3,No
MAGALDRATE,4,16-10-17,115,6,No
Panadol ,8,27-05-17,115,1,No
Ibuprofen ,8,19-02-17,45,3,No
Phenothiazines ,6,04-11-16,59,2,No
RANITIDINE ,12,22-04-18,99,1,No
Hydroxychloroquine ,4,18-11-17,122,10,No
ciprofloxacin ,3,20-04-19,27,3,No
Aspirin ,9,10-03-18,32,4,No
MAGALDRATE ,1,26-04-18,92,7,No
Methotrexate ,2,03-02-16,94,4,No
MAGALDRATE,10,13-12-17,82,8,No
SODIUM CHLORIDE ,5,15-02-19,116,3,No
Scopolamine ,5,14-12-18,16,6,No
SODIUM CHLORIDE ,11,30-01-17,95,10,No
Furazolidone ,3,17-08-16,124,5,No
Trimethoprim ,4,21-01-19,122,4,No
Ibuprofen ,4,05-03-18,52,10,No
Ciprofloxacin ,1,11-04-16,49,6,No
Ibuprofen ,9,30-05-16,45,3,No
Aqueous gentian violet ,4,09-04-19,136,5,No
MAGALDRATE ,4,09-07-17,95,8,No
ciprofloxacin ,1,19-06-16,129,9,No
Furazolidone ,4,20-10-18,60,2,No
Acetaminophen ,9,29-07-17,82,7,No
Paracetamol GV 500 ,12,02-09-17,99,7,No
Antihistamines ,5,15-03-17,26,7,No
Ibuprofen ,9,06-11-18,16,8,Yes
Chloramphenicol ,8,19-08-17,83,2,No
Scopolamine ,8,14-11-17,32,6,No
Panadol ,4,14-11-16,57,9,No
Glucagon ,8,14-10-17,124,9,No
Methotrexate ,10,22-10-17,99,8,No
Aminophylline ,12,28-04-18,102,3,No
Hydroxychloroquine ,7,09-09-16,134,5,No
Trimethoprim ,9,28-05-17,34,4,No
FLUOXETINE ,11,07-03-19,63,2,No
ciprofloxacin ,1,03-08-17,58,7,No
Glucagon ,1,04-05-19,37,3,No
SODIUM CHLORIDE ,8,23-06-18,49,1,No
FLUOXETINE ,9,30-11-17,41,7,No
SODIUM CHLORIDE ,10,14-06-18,131,8,No
Dantrolene ,5,21-05-18,133,6,No
ciprofloxacin ,13,31-01-18,61,8,No
RANITIDINE ,13,24-10-18,70,3,No
FLUOXETINE ,2,14-11-17,51,7,No
Tetracycline ,13,20-05-16,134,10,No
Dantrolene ,8,03-11-16,55,2,No
METRONIDAZOLE ,3,24-03-16,114,3,No
Paracetamol GV 500 ,5,11-10-16,71,4,No
RANITIDINE ,6,08-06-16,94,8,No
Dantrolene ,10,30-11-18,105,4,No
Chloramphenicol ,6,16-04-17,17,4,No
Glucagon ,6,01-08-17,34,5,No
Adrenaline ,7,31-03-17,11,1,No
RANITIDINE ,2,08-01-19,19,5,No
Adrenaline ,4,19-04-16,87,9,No
Ciprofloxacin ,8,09-01-16,70,6,No
MAGALDRATE,1,01-09-16,115,5,No
RANITIDINE ,7,13-06-16,58,2,No
Panadol ,3,12-10-16,118,5,No
Ciprofloxacin ,11,04-09-17,100,4,No
Glucagon ,5,08-11-17,64,5,No
Estrogens ,12,20-05-17,18,7,No
Phenothiazines ,2,31-07-16,70,3,No
Nitazoxanide ,5,25-05-16,24,9,No
SODIUM CHLORIDE ,4,16-02-18,81,1,No
Estrogens ,12,19-12-18,106,1,No
DIPYRIDAMOLE ,10,24-03-16,17,3,No
SODIUM CHLORIDE ,12,02-12-18,73,10,No
Estrogens ,1,01-06-16,127,7,No
Panadol ,11,22-03-16,111,2,No
Phenothiazines ,10,28-01-17,83,3,No
Furazolidone ,1,01-04-17,108,10,No
Vitamin K ,4,26-08-18,96,6,No
RANITIDINE ,9,25-05-17,62,8,No
Vitamin K ,2,01-05-17,42,9,No
Paracetamol GV 500 ,8,01-05-19,131,7,No
MAGALDRATE,2,05-01-19,20,3,No
Acyclovir ,4,30-07-16,69,4,No
Phenothiazines ,4,18-03-17,107,9,No
MAGALDRATE,7,17-01-16,31,10,No
RANITIDINE ,11,25-05-17,109,3,No
Vitamin K ,9,03-03-18,112,9,No
Estrogens ,2,05-01-18,18,9,Yes
Trimethoprim ,4,26-06-18,122,6,No
Methotrexate ,4,23-07-18,137,10,No
Tetracycline ,5,18-01-16,23,4,No
Paracetamol GV 500 ,8,11-07-18,65,8,No
Chloramphenicol ,13,07-01-16,14,6,No
Panadol ,12,18-12-16,133,2,No
Ibuprofen ,12,22-02-18,13,7,Yes
Paracetamol GV 500 ,10,12-09-16,38,4,No
RANITIDINE ,3,06-03-16,14,10,Yes
Nitazoxanide ,6,04-12-18,50,3,No
Aqueous gentian violet ,4,02-11-18,93,8,No
RANITIDINE ,2,02-04-16,46,9,No
Acetaminophen ,3,18-03-17,25,7,No
Acetaminophen ,5,27-11-16,105,8,No
Scopolamine ,3,30-11-17,115,5,No
Scopolamine ,5,09-03-17,100,10,No
MAGALDRATE ,3,28-05-18,12,4,No
Aminophylline ,8,11-12-18,116,6,No
Furazolidone ,3,11-06-18,29,5,No
Glucagon ,3,02-09-17,113,7,No
Dantrolene ,6,16-09-18,139,2,No
FLUOXETINE ,8,28-11-17,85,10,No
DIPYRIDAMOLE ,11,10-06-17,89,9,No
MAGALDRATE,13,01-09-18,71,4,No
DIPYRIDAMOLE ,7,20-09-17,132,6,No
Estrogens ,5,02-03-16,101,2,No
Phenothiazines ,8,11-01-16,89,8,No
FLUOXETINE ,3,21-12-18,128,1,No
Acetaminophen ,5,17-04-18,109,4,No
DIPYRIDAMOLE ,1,10-02-18,107,3,No
Phenothiazines ,5,26-01-19,103,4,No
